GivenName	MiddleInitial	Surname	TelephoneNumber
David	S	Brown	078 7009 3379
Margaret	J	McGrath	079 0361 1124
Jack	P	Orta	077 3629 8087
Susan	R	Travis	077 4063 6104
Yolanda	W	Randles	070 6738 9285
Bobby	F	Gonzales	070 1245 3398
Lorraine	F	Wilson	079 1161 2543
Jeff	T	Baird	079 3013 8700
Russell	W	Johnson	078 0184 5545
Liza	S	Hatton	070 3658 6279
James	E	Johnson	077 4727 7229
Esther	A	Smith	078 4053 4347
Nina	D	Lamar	079 2177 7901
Martha	B	Massey	070 1157 3504
Jeff	J	Pratt	078 5378 0266
Richard	J	Edwards	078 7707 1122
Cheryl	H	Patel	070 8157 9356
Ronald	B	Upchurch	077 5604 0868
Ronald	C	Gonzalez	079 8139 9913
Vera	D	Myrick	078 1579 4272
Lidia	G	Jones	077 1363 9754
Annette	C	Steinman	079 0253 6242
Kurt	M	Evans	070 8296 7042
Janet	G	Moon	078 3276 9303
Arturo	B	Thorne	078 5662 9640
Guillermo	K	McDuffie	077 3085 5592
Marc	J	Lee	070 7525 7253
Veronica	D	Fleming	078 3362 7268
Thomas	R	Bath	079 4469 8889
Ashlee	J	Messer	078 6013 5766
James	L	Henderson	077 7460 3739
George	L	Franz	079 5009 4158
Hiram	B	Carter	077 0944 5314
Tyson	C	Taylor	070 0334 1147
Leonel	S	Adler	079 5854 5703
Magdalena	J	Salinas	079 7456 4089
Bertha	P	Abbott	078 1250 4677
Laura	D	Bourque	070 7819 6681
Bernard	S	Costa	070 0043 2192
Richard	P	Rogers	077 4031 6734
Kevin	D	Miles	070 3469 6824
Mark	L	Shelton	070 1317 0695
Savannah	L	Fernandez	078 5816 7340
Ruby	S	Olivarez	078 8014 2034
Clarence	S	Vasquez	077 8618 4171
Hattie	J	Best	078 3465 1808
Tawana	S	Nowak	077 8681 4356
Robert	C	Greene	078 2511 9808
Clyde	M	Harbour	078 4920 4906
Janet	J	Perkins	079 8842 7817
Shawna	S	Standley	070 4930 1062
Corrine	W	Washam	070 5081 2132
Leah	R	Dove	070 8791 6930
Jean	S	Keane	078 2651 5263
Paul	R	Barr	078 5995 8689
John	E	Escobar	077 4077 0117
Stephen	E	Davis	079 5743 5676
James	J	Guerrero	078 3860 1095
Alden	P	Grillo	070 5227 5771
Matthew	E	Sorensen	078 8422 8135
Bruce	R	Haydel	077 0095 9225
Dale	S	Simmons	078 8280 5660
Alice	T	Holland	077 4121 3918
Jessica	J	Cleghorn	078 6032 5660
Mary	S	Simon	079 4982 1023
Angela	C	Brown	077 4835 4315
Sun	T	Fischer	078 2693 9553
Scott	L	Castaneda	070 7110 8566
Glenda	M	Sheets	077 0409 2742
Susan	R	Razo	079 6783 8315
Claude	K	Barba	077 7809 8072
Carrol	D	Head	070 1912 4019
Mia	R	Lipsky	079 8197 9463
Joseph	M	Green	079 4502 8999
Michelle	E	Lyda	079 0499 9760
Wanda	S	Wolfe	077 6208 7205
Leif	V	Land	078 5937 8601
Verlie	J	Bayerl	078 0924 7785
Connie	B	Zuniga	077 3373 2757
Nancy	M	Wright	078 2874 7887
Darlene	D	Watters	070 3327 2011
Leonor	C	Hoggard	078 1041 7634
Jodi	W	Harris	078 7911 5022
William	B	Organ	078 1101 8266
William	P	Castillo	078 1128 4236
Martin	F	Arevalo	079 6750 3040
Lynn	J	Mowry	077 4455 9726
John	D	Rodriguez	077 4938 7131
Rochelle	S	Bolden	078 8389 7019
Kelly	D	Harper	077 4923 9774
Caleb	T	Valentine	079 2676 0953
Joanne	M	Sleeper	078 3042 2299
Jo	L	Morales	078 8490 4941
Josephine	W	Keller	070 6465 3747
Jeremy	P	Miller	070 7852 9790
Carole	J	Adams	077 6171 5559
Samuel	B	Mendoza	079 3303 5462
Lisa	L	Winner	078 1174 5723
Richard	J	Lowery	078 0056 4888
Jerome	S	Rice	077 6345 4252
Dorothy	R	Richman	079 1238 5256
Randall	R	Edmondson	070 5876 2162
Robert	F	Swafford	070 5030 6540
Deirdre	G	Baird	070 0348 8627
Ronald	S	Kasper	077 0286 7905
Lynn	K	Brandenburg	070 0549 8344
Jeffery	M	Ritter	079 5311 2807
Daniel	M	Costa	070 1516 6757
Laurence	L	Odom	079 2694 1823
Margaret	J	Hubbard	077 0599 4573
Dennis	S	Polo	078 7487 0888
Patricia	G	Womac	070 1523 9938
Dexter	S	Miltenberger	079 2643 9675
Mike	D	Ruiz	078 7422 4109
Ashley	C	Butler	070 8872 7182
Grady	B	Peters	070 8259 7091
Justin	M	Becker	070 6641 0318
Ida	T	Evans	070 6818 0589
Sarah	W	Anderson	070 2819 4258
Joshua	M	Dunne	077 5508 0578
Anthony	E	Noel	070 5994 9905
Daniel	J	Cantrell	079 3314 6275
Mary	G	George	070 3935 2285
Annie	J	Hamm	078 2969 8942
Gary	M	Williams	077 2882 8468
Melissa	J	Kinzer	078 5927 4470
Marsha	J	Carrara	070 5671 1169
Bonnie	N	Staples	077 0545 4539
Patrick	J	Keefe	077 3595 8675
Stephen	S	Snyder	070 1778 8761
Forrest	R	Phillips	079 8741 2378
Amy	G	Woods	070 0143 8417
Regina	C	Eden	078 4119 1157
Frederick	C	Bateman	070 3058 4481
Luciano	A	Wilson	077 5487 0346
Sergio	R	Despres	070 8194 4232
Micheal	E	Johnson	077 7729 6474
Walter	D	Askew	070 1534 1924
Aaron	A	Sinquefield	078 3385 9157
Eugenia	T	Thompson	078 8095 9597
Robert	J	Wright	070 0764 9565
Amy	A	Parham	078 5506 6225
Maria	J	Klein	078 4970 7419
Elbert	J	Weaver	077 1985 0135
Tyisha	K	Clemons	079 3524 3134
Tyler	J	Aquino	070 4661 9227
Ana	M	Bocanegra	077 0798 6128
Betsy	D	Pritchett	077 5837 3459
Solomon	D	Boswell	078 4863 1953
Ellen	C	Nicholson	079 1127 9082
Vanessa	K	Lopez	078 3420 9558
Malissa	C	Sutliff	079 4589 1046
Jennifer	C	Dacus	077 6817 1002
Jessica	M	Barnett	079 6539 1406
Kristen	R	Gill	078 0982 7210
Jeffery	J	Chavez	079 7660 4025
Keith	E	Pawlowski	070 7435 1542
Stephanie	L	Callaghan	078 6068 2885
Brian	A	Gula	077 2594 7332
John	S	Roberts	079 2513 8571
Beatriz	D	Daniel	070 8409 5135
Angelica	J	Mayfield	077 6233 2736
Anna	B	Cochran	078 0888 9061
Shannon	G	Murphy	077 6366 7547
Mary	J	Dyer	079 5966 8509
Arnulfo	J	Walker	070 2789 5941
Lawrence	L	Leonard	078 1753 3568
Andrew	M	Stewart	070 7490 8536
Emmitt	H	Cisneros	077 2204 6347
Vera	D	Gomes	079 3758 5550
Theresa	J	Collins	079 4042 4435
Michael	C	Boan	079 8333 0059
Francisca	D	Cox	079 3168 2914
Gilbert	E	Pope	070 8960 2498
Rosie	A	Beck	079 5057 3533
Trudy	P	Smith	079 6318 0958
Lena	H	Baumeister	070 6159 4479
Damian	S	Hardrick	078 8165 8768
Leonard	A	Cardona	079 3889 9501
Hanna	K	Perez	079 5071 8008
Maryann	A	Noel	078 3861 1061
Juan	J	Hall	070 7537 6710
Victor	F	Neilson	070 3267 8051
Chris	D	Browning	078 5072 4411
Tara	J	Singletary	077 1993 3028
Ann	R	Hardiman	078 8157 6060
Jean	T	Smith	077 2895 1820
William	S	Tynes	070 5514 8514
Keith	D	Carr	077 2607 2793
William	R	Abernathy	078 6250 3350
George	T	Ruffin	077 7573 1583
Joel	A	Berry	070 0831 8095
Patricia	S	Vinson	079 1303 4139
Gary	T	Jacobson	070 4783 8474
Sherri	E	Snider	077 5578 8856
Blanca	J	Riddle	078 5107 5719
Monique	T	Vinson	077 7774 0074
Patricia	W	Taylor	078 8302 1086
Joaquin	P	Roos	078 6890 1841
Robert	N	Spivey	077 5188 1054
Melvin	K	King	077 2462 5265
Ella	G	Cogdill	077 3796 5784
Brenda	R	Nixon	070 5073 0814
Ty	T	Razo	079 3451 5384
Marcus	A	Barnett	070 2704 1376
Richard	M	Garrido	078 6231 4397
Alma	O	Quinn	077 0566 1246
Lorenzo	E	Beauregard	070 0475 9470
Raymond	F	Blackwell	078 0846 1680
Brenda	L	Phillips	079 8361 4638
Mary	T	Damon	070 4509 9239
Ray	S	Wagner	070 3879 6858
Armando	B	Strange	078 8865 9204
Daniel	L	Harrington	078 6344 6443
Thomas	N	Pitchford	070 2320 6344
Melissa	B	Caldwell	079 8288 7598
Lee	E	Williams	079 7004 9946
Jesus	P	Olmos	079 7624 7973
Kyle	K	Blake	078 3972 5278
James	S	Frederick	079 8453 8006
Cecil	S	Lane	070 0769 6789
Naomi	E	Gonzalez	077 2227 8392
Alex	A	Meyer	078 2051 9741
Jean	S	Mitchell	070 6745 5269
Lewis	J	Martin	077 3635 7631
Mike	A	Gomez	079 5978 7061
James	D	Croy	078 7104 3247
Debra	C	Almanza	077 7785 5040
Dale	S	McCurley	078 1664 6974
Juan	S	Chacon	070 4188 7636
Sandra	K	Steed	078 1020 5415
Theresa	D	Probst	078 0976 4975
Thomas	A	Collins	078 5779 9997
Kenneth	V	Means	078 1796 0586
Brian	M	Kirk	070 7456 4835
Anita	L	Bowles	077 4615 9642
Alfred	P	Chapman	079 7468 1274
Jessica	T	Hummer	079 2528 6168
John	H	Finn	079 3952 0292
Joseph	Y	Tidwell	079 3358 6106
Mary	M	Bailey	070 0859 4322
Jennifer	K	Cummins	078 6122 9538
Leeanne	K	McNair	070 0621 6628
Juanita	L	Bell	077 7833 2544
Alicia	C	Aldridge	070 5107 7098
John	S	Denham	079 6236 1310
Mary	J	Buckley	070 4503 5185
Rita	J	Marcantonio	077 6460 9199
Philip	V	Williamson	077 0235 9888
Kenneth	L	Michels	079 4148 1514
Ofelia	J	McLennan	077 0395 6572
Beverly	M	Mendieta	077 6739 0291
Jeannie	T	Doty	070 7529 2976
Leo	J	Boyette	070 5752 3857
Sarah	E	Lawson	079 6167 5910
Hugh	P	Keller	079 2365 3109
Bryce	N	Daggett	078 6211 7163
Michael	M	Schneider	077 6892 4450
Brandon	N	Ebert	077 2031 1669
Mary	T	Crawford	078 7288 9609
Cheryl	H	Hall	070 6020 6032
Andrew	N	Haveman	079 2340 5302
Manuel	M	McMillan	078 8519 7249
Betty	R	Morris	077 2403 3397
George	M	Bailey	070 4992 1315
Mark	F	King	070 3200 7383
Imelda	M	Titus	077 1028 2586
James	M	Logan	077 6184 7282
Joanne	M	Carter	070 3566 4063
Gerald	A	Hulings	078 5548 0282
Carlos	C	Christiansen	070 4065 7579
Ann	T	Birkholz	079 8506 8244
Donna	W	Smith	079 1226 9136
Evan	J	Wilcox	070 4679 4863
John	A	Tibbetts	070 0596 3738
Katherine	J	Wills	070 7856 4435
Jessica	T	Sheldon	077 3986 4551
Phyllis	T	Brown	079 2604 1539
Leslee	J	Roy	070 5529 7703
Antoinette	M	Rudd	070 2425 1121
Stephine	F	Brazeal	077 5405 5422
Dean	R	Catalano	070 7500 3826
Debbie	C	Brown	070 3886 1640
Joseph	K	Hanks	078 2445 1328
Herman	R	Odom	078 4023 7672
Joseph	A	Barnes	079 7719 3254
Mark	S	Marsh	070 1131 0724
Mary	F	Wright	078 1635 1806
Mary	L	Cockrum	077 0130 5927
Paul	S	Anderson	078 0995 8285
Grace	J	Todd	077 7703 1800
Lola	P	Brown	070 0686 9127
John	H	Olson	078 3437 0922
James	L	Johnson	079 7902 4755
Kelly	J	Ceron	078 5436 1516
Alfred	L	Byrnes	078 4223 4430
Constance	A	Madden	079 4309 9330
Jo	J	Reynolds	070 7113 9013
Ronald	P	Williams	077 5205 7192
Ron	C	Blackburn	077 3744 0186
Leona	T	Driscoll	077 0053 6392
Kathy	J	Ocasio	078 5773 2607
Nancy	S	Sharpe	077 7865 1795
Andrea	B	Holley	078 5811 8863
Richard	E	Miller	079 6484 1707
Kacey	N	Wilson	077 2810 0698
David	V	Fisher	079 3297 8647
Thomas	B	Smith	077 7349 6970
Anglea	T	Hamilton	070 8725 2385
Vicki	R	Herbert	070 0580 3011
Rebecca	R	Long	079 3360 3326
Janice	D	Schlegel	079 3113 7046
Kevin	S	Stanley	077 2370 3830
Michael	S	Lehman	077 1286 4493
Sybil	R	Sorenson	077 0118 0294
Dorothy	J	Burns	078 7720 7689
James	L	Overturf	070 2512 6643
Bobby	M	Mullins	077 1397 2340
Gregory	E	Manning	078 4097 1437
Cindy	N	Maxwell	070 5998 6140
James	J	Langham	079 2296 1594
Roger	T	Paul	078 7435 7505
Jerry	A	Dobson	078 8533 6225
Richard	V	Kennedy	079 2267 5932
Jose	L	Hardy	070 0334 0822
Marnie	M	Shoop	078 4250 7715
Barbara	R	Yi	070 4785 0481
Susan	J	Pierce	079 3958 3995
Barbara	B	Bruno	078 1236 6781
Deborah	V	Long	079 6784 4468
Samantha	C	Bailey	077 0919 3997
Jewel	R	Mullen	070 4109 3184
Mary	K	Becker	070 5173 5309
Jimmy	M	King	079 4018 4720
Dolores	R	Smith	078 4963 3014
Jolie	W	Cartier	070 8667 0706
William	S	Ortiz	077 5416 9078
Joan	C	Jordan	078 8120 5528
Kristi	E	Rollins	079 5480 9753
Jeannie	F	Hall	079 6059 8504
Roberto	A	Harris	070 3727 4253
Shelia	S	Gallegos	077 1839 0063
Daniel	L	Johnson	070 5138 3580
Brendan	L	Reynolds	078 7849 1062
Eugenia	R	Larocco	079 4132 1609
Robert	S	Dumas	078 1331 4744
James	T	Hoyt	078 1594 4102
Frederick	C	Sturgis	077 7187 8119
Paul	E	Regan	079 0022 9467
Dena	R	Farrell	079 5590 1763
Bessie	R	Summers	070 4960 4902
Bobby	Y	Campbell	070 1015 2188
Tina	V	Carter	078 7266 1878
Linda	F	Ramos	077 8965 7792
Preston	O	Maddux	070 7804 2776
Jon	B	Stephens	077 1570 9885
Johnnie	D	Johnson	070 6388 0823
Kevin	H	Pierce	077 1256 6570
Javier	M	Rucker	078 8243 8435
Agnes	J	Green	077 8533 1513
Florence	V	Roberts	079 6169 8741
Tennie	M	Richards	078 1520 8081
Millard	V	Ziolkowski	079 6710 6783
Michael	T	Shoaf	078 4198 3276
Ann	W	Chavis	079 5841 9427
Elizabeth	G	Dumas	070 7689 2048
Anthony	E	Gann	077 8025 2287
Maria	F	Czech	078 3579 5887
Janene	A	Little	079 8347 6918
Bobby	E	Hazley	078 6674 7053
Lisa	D	Wilder	078 1078 6751
Vickie	L	Henson	079 4143 8272
Gary	L	Grothe	079 0269 8305
James	M	Daniel	077 8526 9495
Charles	L	Meissner	070 3122 6791
Richard	C	Thompson	079 7481 8034
Dean	C	Martinez	070 2271 5017
Ruby	T	Adams	077 3052 1031
Michael	A	Woody	079 7680 2185
Maurice	P	Sands	077 6884 8233
Darleen	S	Lesage	070 0054 7922
Mary	A	Rodriguez	070 4365 0588
Hubert	L	Gillis	070 1662 2962
Javier	C	Mitchell	077 1509 7071
Carol	J	Ortiz	070 8019 2645
Robert	L	Hoskins	079 8229 8902
Sandra	R	Jones	079 0691 7236
Adam	D	Redmond	077 4371 1791
Charles	M	Chancellor	078 3453 4359
Billy	K	Ennis	078 0385 6324
Timothy	G	Williams	078 4813 9649
Timothy	A	Paige	079 2044 9860
Lana	R	Smith	077 4019 6811
David	S	Helms	077 1537 4000
Thomas	C	Whitmer	078 2825 6060
Susan	F	Peek	070 3680 0008
Phyllis	W	Russell	077 0325 4939
Vincent	H	Rikard	079 8434 1176
Joseph	A	Vue	077 7305 4853
Celia	M	Jones	077 6902 6557
Brandon	C	Higginson	077 7350 4524
Esther	P	Kline	079 4853 9371
Colleen	A	Mason	077 1782 2304
Tina	M	Johnson	077 5102 1475
Juanita	A	Walker	070 3848 9390
James	M	Smith	079 3738 9729
Billy	A	Harrigan	077 5829 7088
Ramona	A	Beals	077 8546 0498
Lisa	J	Tran	077 5014 4394
Richard	C	Godfrey	077 0686 9205
Helen	H	Allen	070 3743 6688
Jackie	L	Ashe	077 3507 6704
Debra	J	Ashmore	078 6825 7283
David	E	Chambers	077 4289 0734
Esther	V	Wood	079 8484 5290
Alma	G	McDonald	070 0996 3731
Patricia	M	Douglas	070 8108 0085
Vanessa	W	Johnson	077 2328 2861
Samantha	C	Lofton	078 3398 1838
Virginia	J	Ciccone	077 8376 6302
Charles	B	Overstreet	078 4485 0642
Robert	P	Keller	077 1721 2878
Don	L	Garcia	077 2296 2126
Monserrate	M	Bosch	077 8574 3686
Michael	C	Bowen	077 0725 2807
James	M	Cassell	079 7262 8477
Veronica	J	Wright	078 4398 2702
Johnathan	S	Wilson	077 6646 2550
Tom	W	Shaw	078 8117 2613
Yolanda	D	Patterson	070 6617 3444
Rose	S	Cain	070 5528 4256
Richard	J	Mitchell	078 5189 2517
Roger	V	Cooper	077 8822 2590
Nettie	D	Gainer	078 8607 8553
James	R	Barratt	070 1882 5184
Concepcion	J	Wright	077 2650 4985
Gary	E	Wagner	070 6324 7010
Anthony	K	Maynard	079 6224 9683
Mathew	S	Austin	070 1591 6841
Sandra	D	McNulty	077 5620 7982
Vicki	C	Early	077 7259 2580
Noel	E	Ward	079 7720 7982
Maria	K	Carpenter	078 0787 6611
Albert	R	Wymore	070 3382 5794
Rufus	A	Tibbs	079 3127 1732
Agnes	A	Poirier	070 8300 6508
Eric	S	Skeete	070 1003 1654
John	C	Kingston	070 2338 0556
James	L	Hutchinson	077 0125 8595
Fred	N	Roberts	070 6222 3759
Kenya	F	West	070 5965 9685
Eva	K	Stewart	078 2256 6391
Barbara	D	Via	077 0097 0555
Mary	D	Peery	079 7902 8457
Debbie	T	Brown	070 2414 3635
Larue	T	Ulm	070 6332 9325
Manuel	C	Austin	078 8600 3243
James	S	Finch	070 5476 7635
Mary	D	Lewis	077 0962 6425
Maria	L	Moreno	079 8951 0908
Jaime	P	Christian	070 1673 5727
Kathy	J	Warren	078 5232 6933
Jennifer	B	Aten	070 1236 2302
Thomas	S	Tunnell	079 3639 3095
Margie	L	Moore	070 0509 0414
Micheal	M	Nunez	077 0188 3580
Brandon	N	Joyal	079 4661 4720
Dorine	J	Johnson	079 8975 6959
Imogene	W	Ruelas	079 1727 3159
Cheryl	S	Scott	077 7220 6161
James	M	Fletcher	077 2571 9802
Johnnie	K	Gregory	078 2188 6737
Nellie	K	Poole	079 2418 9162
Lakita	H	Hyden	078 3511 0019
Lizzie	J	Stevens	077 6138 8409
Michele	J	Kinch	077 1349 9503
Emily	L	Whalen	077 6014 6704
Theresa	E	Leahy	077 2233 4955
Bobby	A	Daigle	077 4873 0562
Kelly	H	Pillsbury	077 1330 2407
Ida	R	Yohe	078 8418 2310
Cynthia	M	Farlow	079 6240 8880
Chiquita	R	Valdez	079 4687 7768
James	R	Ferree	070 4057 9014
Peter	C	Kovac	077 0617 2362
Ardith	R	Neace	070 8670 0449
Helen	L	Brody	079 7195 0731
Marian	J	Anderson	077 4216 6285
Martin	D	Wright	079 6505 3670
Emma	G	Garces	077 4731 2074
Carolyn	D	Fey	078 6472 1198
Clifton	B	Ford	070 3208 5361
Frank	A	Mobley	070 2897 9826
Ruth	G	Pruitt	078 1556 1635
Carlos	D	McClintock	077 7440 9938
Lori	C	Reynolds	070 3860 0448
Sophie	R	Koepke	079 4503 8163
Ann	J	Cooksey	070 5225 3601
Angela	T	Miller	077 0163 9817
Beverly	M	Riser	070 3347 8234
Terry	J	Gray	079 5694 0589
Wanda	T	Nance	070 7679 0778
Deanna	P	Gaddy	079 2058 0913
Marianne	T	Hobbs	079 4145 8027
Erika	P	Richardson	078 5191 1461
Charles	P	Joyce	070 0270 3426
Jeffrey	J	Englehart	070 6007 9968
Manuel	K	Larson	070 4669 0359
Elbert	F	Smith	070 7731 5124
Keith	R	Reynolds	077 0506 0023
John	A	Crowell	079 6507 6713
Katherine	R	Whittington	070 1640 2264
Brenda	R	Crow	078 1288 1831
Carl	P	Millard	079 3658 1436
David	C	Everhart	079 2195 4725
Lee	M	Rhea	077 8192 5430
Glen	G	Wilson	070 6408 4814
Lisa	E	Miller	078 1429 1396
Joe	J	Gilbert	077 1424 2551
Etta	D	Norman	079 3137 1790
Sandra	R	Thompson	078 5214 7824
Willie	K	Curtin	070 3146 0503
Margaret	L	Surratt	079 3940 6747
Michael	A	Magana	079 1501 6367
Jamie	M	Martinez	079 2674 3835
Paul	C	Rush	070 1653 1459
David	S	Pine	079 4939 6006
Dianna	M	Crutchfield	078 4387 7564
Clara	S	Hart	070 6468 8308
Mark	C	Chung	079 8675 2667
Angelita	R	Johnson	078 6374 2257
Johnny	I	Hayes	079 1799 2486
Jim	G	Yates	077 8518 5336
Steven	C	Lewis	079 0016 4084
Dennis	J	Brown	070 0743 9945
Anthony	J	Stogner	079 5704 2174
Robert	M	Sims	070 4803 9299
Laurie	L	Dubose	078 6161 0115
Anthony	R	Ruffin	077 3552 7333
Ronald	L	Press	079 5199 1958
Mary	R	Rubio	079 7397 7660
Holly	R	Martinez	079 5165 8137
Mitchell	M	Rose	079 1813 7356
Monica	R	Fanning	070 8513 5904
Ryan	D	McBee	070 2210 4396
Owen	E	Firth	078 7031 6036
Tisha	T	Lightfoot	078 3143 5613
Sally	L	Beck	070 5886 7913
John	E	Shoe	078 4422 5493
Walter	M	Lussier	079 4827 0738
Sharon	C	Richardson	077 0054 1905
Donald	L	Rowland	078 2642 4806
Gabrielle	E	Smith	078 1018 3873
Thomas	V	Bloomer	070 0042 6564
Andrea	M	Edens	078 0016 6571
Kenneth	S	Murray	078 3847 8330
Grant	M	Henning	070 6266 2107
Charles	S	McKinney	079 4555 9143
Patricia	S	Smith	077 6887 7995
Angela	R	Flowers	077 6501 9455
Brian	N	Switzer	078 7472 0346
Charles	C	Phillips	079 3797 1935
Allan	J	Dixon	079 4652 1565
Etta	G	Mendoza	078 7859 3907
Norma	C	Holdren	077 0991 9326
Alyson	A	Ramey	078 6105 6192
Melinda	A	Petrie	077 6115 2794
Eric	S	Riggs	077 1405 4874
Walter	J	Paramore	077 5599 5925
Helen	J	Hagan	070 5622 6725
Jay	D	Clemmer	070 3983 0825
Alicia	T	Torrez	077 5216 9515
Curtis	L	Silveira	077 7235 4874
Desiree	R	Wilson	078 0837 2237
Richard	G	Doster	078 6649 3943
Javier	C	Crumley	077 0302 4312
Joseph	T	Numbers	079 3229 7736
Velma	J	Leach	078 5713 4793
Jeanne	B	Mendez	079 5487 7325
Dorothea	B	Abram	077 8111 8527
Janie	M	Graham	070 1594 5025
Jennifer	B	Gigliotti	077 4986 8058
George	P	Hayden	070 8557 2228
Chester	Y	Bader	078 2683 6292
Keith	M	Casas	077 2953 0261
Manuel	H	Yi	070 3169 6015
Morris	T	Sines	077 4461 8006
John	C	Roberts	079 7005 0211
Daniel	J	Martin	070 7250 0788
Randall	D	Randolph	077 5995 6143
David	E	Williams	077 5209 9836
Michael	L	Radford	079 7267 4531
Denise	J	Davis	077 7047 3793
Leslie	V	Castillo	070 0794 0193
Janet	R	Hutton	077 0127 4426
Janet	D	Turner	070 0802 1176
Francis	A	Anthony	078 0259 9319
Maurice	J	Melendez	079 4637 4148
Corey	G	Rios	070 8656 3836
Wayne	S	Brennan	077 2573 1996
Agatha	D	Ball	070 3863 5937
Valerie	J	Vasquez	078 1011 8674
Robert	J	Blake	070 4970 0933
Michael	C	Tuttle	077 2306 0241
Carol	S	Taylor	070 8858 5062
Michelle	C	Davis	079 3363 2539
Sandra	J	Waltrip	077 7241 0462
Vivian	D	Mader	077 4879 2476
David	C	Thiel	070 8140 2370
Rodolfo	M	Sterling	079 8544 7669
Jennifer	O	Wilson	079 7983 8029
Glenda	H	Fomby	070 3919 7466
Leah	M	Wilson	079 3407 9151
Jeffrey	S	Forbes	078 7855 5627
Joanne	W	Cahill	070 8972 1909
John	K	Webb	078 1334 4391
Ruby	D	Barnes	077 6511 3245
James	M	Cubbage	078 3766 0581
Lee	C	Saleh	077 3987 7619
Joni	J	Ramirez	079 4134 2928
Allison	R	Behler	079 2907 9251
Angelia	J	Obrien	077 8930 6123
Darius	E	Sisson	077 7451 0784
Eva	R	Stephens	078 6413 2469
Carol	A	Lamb	077 4691 4981
Todd	H	Peeler	070 5364 5473
Daniel	I	Kolar	079 2952 9482
Regina	M	Weigand	079 7081 7118
Douglas	M	Martinez	078 7794 1577
Helen	J	Fiore	070 5940 8406
Keith	E	Obrien	079 6026 2956
Wesley	B	Zuniga	078 6826 7629
Edna	R	Fickes	079 0652 2179
Shayne	B	Mabe	070 3863 5942
Juliette	H	Warren	078 3733 0007
Annie	W	Baptista	070 1749 8454
Rosa	T	Wheeler	077 2406 8204
Cherie	C	Thompson	077 4965 5532
Nellie	M	Webb	079 4580 4118
Timothy	R	Morrow	079 0431 2338
James	P	Miller	078 2891 5779
Donald	B	Clark	077 5036 2148
David	L	Pope	077 2041 3817
Mary	G	McClay	078 1922 0815
Michael	R	Scruggs	078 3533 5591
Johnnie	D	Tackett	078 3682 6854
Edward	A	Dube	078 4209 8764
Jose	J	Farias	079 8259 5134
Vickie	P	Robinson	070 8925 0195
John	S	Schmitt	078 3294 0703
Adam	J	Laforge	070 6508 4279
Rickey	J	Hackett	078 7013 6692
Judith	L	Casey	078 7293 5248
Janyce	B	Carnes	077 7865 5316
David	J	Mares	078 3420 2998
Kimberly	R	McAteer	077 1505 6220
Leisa	J	Stone	079 2389 6076
Dwight	M	Hagans	077 5302 9778
Catherine	A	Roy	077 5563 5579
James	L	Frye	070 5637 8320
Kevin	B	Merrill	070 1345 0314
Muriel	G	Mata	070 5447 3524
Stephen	S	Boyd	079 0065 5549
Alisa	W	Huerta	077 8096 0186
Dustin	K	Elia	079 3383 6215
Sheila	V	McNeil	078 5226 2800
Laura	B	Miner	070 7176 3007
Katherine	A	Ewing	078 1350 9764
Daniel	S	Waldo	070 7790 1708
Elizabeth	H	White	079 3791 0043
Heriberto	A	Weber	078 7645 3443
Arthur	S	Lewis	077 4254 0116
Erik	J	Ben	070 5337 4684
Frances	T	Meier	079 6235 4732
Bradley	E	Gray	077 2613 3720
James	D	Olague	078 7930 4368
Richard	M	Bonds	070 7747 9598
Rafael	E	George	079 2243 7071
Guadalupe	J	Brown	078 3710 2668
Carol	B	Wood	078 3790 4355
Jack	M	Starkey	070 6691 2115
Lady	J	Baugh	077 4818 0014
Sandra	D	Overcash	078 0845 1175
Pat	J	Gilbert	070 2760 4799
Dennis	E	Parrish	079 6192 1576
Kevin	L	Wachter	077 6185 3535
Catherine	L	Williams	070 0828 5281
Carlos	M	Mark	078 8086 0786
Lucy	J	Smith	070 8339 7526
Judith	W	Delaney	078 3790 9639
Leon	E	Sawin	078 3005 8715
John	M	Ramage	078 5325 1798
Charles	J	McMillen	077 2087 3910
Patricia	C	Price	077 3287 0594
Jennifer	M	Johnston	077 5633 1366
Dennis	V	Beckett	078 1650 6520
Terrell	S	Thompson	077 5761 1492
Janet	B	Lindsey	078 7784 7932
Spencer	C	Hurd	079 5277 5897
Eleanor	J	Bynum	070 3477 5648
Debra	S	Field	077 5800 5089
Paul	N	Stapleton	077 7450 3024
Joseph	M	Franklin	078 6084 9346
Rebecca	F	Young	078 6444 5465
Kenneth	A	Anaya	070 5105 8949
Brian	B	Hagler	070 3557 1117
Geraldine	H	Davis	078 6972 1171
Eva	R	Greene	077 3222 3840
Bradley	L	Morris	070 2812 1172
Marty	B	Bentley	079 7206 7196
Agnes	M	Powell	079 0657 2914
Vernon	B	Tabor	070 0905 0124
Gertrude	J	Butler	078 5922 7858
Babette	C	Bagwell	070 6779 1985
Janelle	J	Evans	077 7654 0988
Edwin	A	Martinez	077 4042 2019
Mary	J	Vanlandingham	078 3590 3713
Douglas	D	Swenson	070 2925 8589
Theodore	A	Heitz	070 6237 0303
Anthony	C	Tucker	079 7173 1158
John	M	Hunt	077 1414 3195
Mildred	E	Samuels	078 0321 4784
Roland	M	Almanza	078 1780 3419
Jolene	T	Huang	077 8730 0438
Amanda	C	Webb	079 3598 9609
